candidate_id,rgi_id,role,endpoint,complete,missing_reason
aru-1-2016,RGI2000-v7.0-G-13-58772,control,slope_deg,True,
aru-1-2016,RGI2000-v7.0-G-13-64353,control,t2m_trend_k_decade,True,
aru-1-2016,RGI2000-v7.0-G-13-64353,control,slope_deg,True,
aru-1-2016,RGI2000-v7.0-G-13-64859,control,t2m_trend_k_decade,True,
aru-1-2016,RGI2000-v7.0-G-13-64859,control,slope_deg,True,
aru-1-2016,RGI2000-v7.0-G-13-65173,control,t2m_trend_k_decade,True,
aru-1-2016,RGI2000-v7.0-G-13-65173,control,slope_deg,True,
aru-1-2016,RGI2000-v7.0-G-13-65048,control,t2m_trend_k_decade,True,
aru-1-2016,RGI2000-v7.0-G-13-65048,control,slope_deg,True,
aru-1-2016,RGI2000-v7.0-G-13-65939,control,t2m_trend_k_decade,True,
aru-1-2016,RGI2000-v7.0-G-13-65939,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-59658,case,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-59658,case,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-59153,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-59153,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-63553,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-63553,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-64718,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-64718,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-62289,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-62289,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-59135,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-59135,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-62671,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-62671,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-66555,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-66555,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-58443,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-58443,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-64410,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-64410,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-65011,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-65011,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-62307,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-62307,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-58810,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-58810,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-64159,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-64159,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-65609,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-65609,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-66733,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-66733,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-63291,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-63291,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-58791,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-58791,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-60310,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-60310,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-64786,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-64786,control,slope_deg,True,
aru-2-2016,RGI2000-v7.0-G-13-59888,control,t2m_trend_k_decade,True,
aru-2-2016,RGI2000-v7.0-G-13-59888,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-52167,case,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-52167,case,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-49988,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-49988,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-52234,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-52234,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-53221,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-53221,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-53508,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-53508,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-52244,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-52244,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-53615,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-53615,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-52162,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-52162,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-53645,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-53645,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-53220,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-53220,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-52233,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-52233,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-50011,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-50011,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-50879,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-50879,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-52026,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-52026,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-52183,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-52183,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-52164,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-52164,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-53505,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-53505,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-52155,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-52155,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-53774,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-53774,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-53617,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-53617,control,slope_deg,True,
bukadaban-2022,RGI2000-v7.0-G-13-52193,control,t2m_trend_k_decade,True,
bukadaban-2022,RGI2000-v7.0-G-13-52193,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-14140,case,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-14140,case,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-13121,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-13121,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-14085,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-14085,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-14376,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-14376,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-16095,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-16095,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-16326,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-16326,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-16561,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-16561,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-13024,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-13024,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-13173,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-13173,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-16157,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-16157,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-16128,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-16128,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-13781,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-13781,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-14110,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-14110,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-14039,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-14039,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-14381,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-14381,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-14630,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-14630,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-16185,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-16185,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-13786,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-13786,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-14149,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-14149,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-14580,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-14580,control,slope_deg,True,
flat-creek-2013,RGI2000-v7.0-G-01-16195,control,t2m_trend_k_decade,True,
flat-creek-2013,RGI2000-v7.0-G-01-16195,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-52988,case,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-52988,case,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-51816,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-51816,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50246,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50246,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-52905,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-52905,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50873,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50873,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-51964,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-51964,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-52786,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-52786,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-52073,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-52073,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-53563,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-53563,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50759,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50759,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-53613,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-53613,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50117,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50117,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-53544,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-53544,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-52074,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-52074,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-51863,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-51863,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50357,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50357,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-51730,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-51730,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50732,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50732,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-52131,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-52131,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50870,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50870,control,slope_deg,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50570,control,t2m_trend_k_decade,True,
kunlun-b2-2001,RGI2000-v7.0-G-13-50570,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-52971,case,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-52971,case,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-49947,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-49947,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-51339,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-51339,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-50778,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-50778,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-50045,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-50045,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-50241,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-50241,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-50140,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-50140,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-51965,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-51965,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-52013,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-52013,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-52134,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-52134,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-51863,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-51863,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-49946,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-49946,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-51792,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-51792,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-51677,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-51677,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-53563,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-53563,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-50759,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-50759,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-53514,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-53514,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-52015,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-52015,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-53065,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-53065,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-52288,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-52288,control,slope_deg,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-50518,control,t2m_trend_k_decade,True,
kunlun-b4-2001,RGI2000-v7.0-G-13-50518,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52928,case,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52928,case,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52210,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52210,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-51895,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-51895,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52319,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52319,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52775,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52775,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-51318,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-51318,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52294,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52294,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52779,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52779,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-51439,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-51439,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-51048,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-51048,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52828,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52828,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-50585,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-50585,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-53092,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-53092,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-53649,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-53649,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-53270,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-53270,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52154,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52154,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52927,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52927,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-50868,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-50868,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-51759,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-51759,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52179,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52179,control,slope_deg,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52227,control,t2m_trend_k_decade,True,
kunlun-k2-2001,RGI2000-v7.0-G-13-52227,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-19418,case,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-19418,case,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-19031,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-19031,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-06069,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-06069,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-05728,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-05728,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-19498,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-19498,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-07295,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-07295,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-06341,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-06341,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-19328,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-19328,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-19076,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-19076,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-07734,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-07734,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-19302,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-19302,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-06104,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-06104,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-19136,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-19136,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-06914,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-06914,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-07646,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-07646,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-07652,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-07652,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-07818,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-07818,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-06828,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-06828,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-07675,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-07675,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-07357,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-07357,control,slope_deg,True,
petra-dp19,RGI2000-v7.0-G-13-06035,control,t2m_trend_k_decade,True,
petra-dp19,RGI2000-v7.0-G-13-06035,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-19343,case,t2m_trend_k_decade,True,
